cancel	2	It Isn't the Mane Thing About You.txt	The Washouts.txt	
holder	2	Gauntlet of Fire.txt	Dragonshy.txt	
gobbles	1	Filli Vanilli.txt	
describes	2	Stranger Than Fan Fiction.txt	The Saddle Row Review.txt	
curls	2	Made in Manehattan.txt	It Isn't the Mane Thing About You.txt	
call	1	My Little Pony Equestria Girls: Movie Magic.txt	
calm	1	Castle Sweet Castle.txt	
ask	5	The Saddle Row Review.txt	The Washouts.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
swirl"	1	Friendship University.txt	
stalks	1	Winter Wrap Up.txt	
can'	1	Apple Family Reunion.txt	
non-changelings	1	To Where and Back Again - Part 2.txt	
o-o-oh	1	Filli Vanilli.txt	
becoming	6	Sweet and Elite.txt	Princess Twilight Sparkle - Part 1.txt	Once Upon a Zeppelin.txt	The Cutie Re-Mark - Part 2.txt	Celestial Advice.txt	Filli Vanilli.txt	
tatzlwurms	1	Molt Down.txt	
zapping	2	Power Ponies.txt	Three's A Crowd.txt	
disregard	1	The Washouts.txt	
o-o-on	1	The Cutie Map - Part 1.txt	
cans	1	The Cart Before the Ponies.txt	
chancellorness	1	Hearth's Warming Eve.txt	
mother	2	The Perfect Pear.txt	The Saddle Row Review.txt	
ate	6	MMMystery on the Friendship Express.txt	Keep Calm and Flutter On.txt	Secrets and Pies.txt	The Cutie Map - Part 1.txt	Growing Up is Hard to Do.txt	Simple Ways.txt	
i'm–	1	Secret of My Excess.txt	
i'm—	1	The Beginning of the End - Part 1.txt	
yourself	1	Apple Family Reunion.txt	
cracks	5	Forever Filly.txt	Bloom & Gloom.txt	The Mysterious Mare Do Well.txt	Castle Sweet Castle.txt	Student Counsel.txt	
donate	1	Crusaders of the Lost Mark.txt	
results	3	Princess Twilight Sparkle - Part 1.txt	The Cutie Re-Mark - Part 2.txt	It Isn't the Mane Thing About You.txt	
palace	1	The Saddle Row Review.txt	
statistic	1	Common Ground.txt	
dares	1	Hearth's Warming Eve.txt	
camp	1	My Little Pony Equestria Girls: Movie Magic.txt	
volunteer	2	Keep Calm and Flutter On.txt	Made in Manehattan.txt	
name	2	A Friend in Deed.txt	Apple Family Reunion.txt	
spaces	1	Uncommon Bond.txt	
neighborhood	1	The Mysterious Mare Do Well.txt	
freakish	1	Crusaders of the Lost Mark.txt	
cane	2	Hearth's Warming Eve.txt	Marks for Effort.txt	
trotting	2	Made in Manehattan.txt	The Beginning of the End - Part 2.txt	
approaching	1	Twilight's Kingdom - Part 2.txt	
edition	3	Uncommon Bond.txt	Amending Fences.txt	The Washouts.txt	
ava	1	Dragonshy.txt	
caps	1	The Cart Before the Ponies.txt	
nonstop	3	To Where and Back Again - Part 2.txt	Feeling Pinkie Keen.txt	The Saddle Row Review.txt	
defend	4	The Cutie Re-Mark - Part 1.txt	Dragon Dropped.txt	The Beginning of the End - Part 2.txt	Filli Vanilli.txt	
crying	2	Filli Vanilli.txt	Apple Family Reunion.txt	
hog-sized	1	Winter Wrap Up.txt	
itch	1	Molt Down.txt	
resting	1	Sweet and Elite.txt	
dash'll	1	The Cart Before the Ponies.txt	
awe	11	A Rockhoof and a Hard Place.txt	Twilight's Kingdom - Part 2.txt	Friendship University.txt	Top Bolt.txt	Campfire Tales.txt	The Crystal Empire - Part 1.txt	The Crystal Empire - Part 2.txt	Boast Busters.txt	A Dog and Pony Show.txt	The Hearth's Warming Club.txt	The Perfect Pear.txt	
cabin's	1	Pinkie Apple Pie.txt	
fleur	3	The Crystal Empire - Part 1.txt	The Crystal Empire - Part 2.txt	A Royal Problem.txt	
double-breasted	1	The End in Friend.txt	
'the	1	The Mysterious Mare Do Well.txt	
pegasopolis	1	Hearth's Warming Eve.txt	
aquatic	1	Surf and or Turf.txt	
cape	2	Power Ponies.txt	Secret of My Excess.txt	
yank	1	It Isn't the Mane Thing About You.txt	
aww	2	The Mysterious Mare Do Well.txt	Student Counsel.txt	
leader	3	The Beginning of the End - Part 2.txt	To Where and Back Again - Part 1.txt	The Washouts.txt	
yard	2	It's About Time.txt	A Friend in Deed.txt	
'til	2	Castle Sweet Castle.txt	The Saddle Row Review.txt	
commotion	3	Gauntlet of Fire.txt	The One Where Pinkie Pie Knows.txt	Feeling Pinkie Keen.txt	
heartbeat	1	Tanks for the Memories.txt	
loosen	1	A Dog and Pony Show.txt	
ooh-ooh-ooh	3	A Rockhoof and a Hard Place.txt	Every Little Thing She Does.txt	Uprooted.txt	
cart	3	The One Where Pinkie Pie Knows.txt	A Dog and Pony Show.txt	A Friend in Deed.txt	
cast	3	Filli Vanilli.txt	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
piano	2	My Little Pony Equestria Girls: Summertime Shorts.txt	The Gift of the Maud Pie.txt	
"rules"	1	The Washouts.txt	
northerly	1	The Lost Treasure of Griffonstone.txt	
quacking	1	Made in Manehattan.txt	
cash	3	Hearth's Warming Eve.txt	The Gift of the Maud Pie.txt	Dragon Dropped.txt	
greater	1	Twilight's Kingdom - Part 1.txt	
case	6	Three's A Crowd.txt	A Royal Problem.txt	It Isn't the Mane Thing About You.txt	Secret of My Excess.txt	Dragon Dropped.txt	Maud Pie.txt	
it'll	7	Castle Sweet Castle.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	A Friend in Deed.txt	Filli Vanilli.txt	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
cackles	2	Power Ponies.txt	The Beginning of the End - Part 1.txt	
dizziness	1	The Washouts.txt	
item	1	The Washouts.txt	
soaks	1	To Where and Back Again - Part 2.txt	
twenty-eight	1	The Hooffields and McColts.txt	
outhouse	1	Winter Wrap Up.txt	
fishy"	1	Keep Calm and Flutter On.txt	
aye	2	A Rockhoof and a Hard Place.txt	The Mysterious Mare Do Well.txt	
anyway"	1	Secrets and Pies.txt	
cars	1	MMMystery on the Friendship Express.txt	
sticks	1	Student Counsel.txt	
carl	1	A Friend in Deed.txt	
sticky	2	A Dog and Pony Show.txt	Marks for Effort.txt	
whoaaa	2	Brotherhooves Social.txt	The Crystal Empire - Part 2.txt	
card	7	The Break Up Break Down.txt	The Gift of the Maud Pie.txt	The Cutie Map - Part 1.txt	A Royal Problem.txt	Celestial Advice.txt	Rarity Takes Manehattan.txt	My Little Pony Equestria Girls: Movie Magic.txt	
care	1	Apple Family Reunion.txt	
trespassing	1	Hearth's Warming Eve.txt	
cut's	1	It's About Time.txt	
cures	1	Bloom & Gloom.txt	
flooded	2	Winter Wrap Up.txt	The Mysterious Mare Do Well.txt	
rockbeach	1	Gauntlet of Fire.txt	
cooking	1	Boast Busters.txt	
super-long	1	The End in Friend.txt	
display	1	The Saddle Row Review.txt	
heels	2	The End in Friend.txt	Brotherhooves Social.txt	
quickly—	1	The Beginning of the End - Part 1.txt	
unicorns	8	Hearth's Warming Eve.txt	Common Ground.txt	Stranger Than Fan Fiction.txt	The Cutie Map - Part 2.txt	Boast Busters.txt	The Hearth's Warming Club.txt	To Where and Back Again - Part 1.txt	Celestial Advice.txt	
infestation	1	Bloom & Gloom.txt	
cats	1	The Perfect Pear.txt	
rarity—"	1	The Break Up Break Down.txt	
persuadere	1	Every Little Thing She Does.txt	
woooo-hoo-hoo	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
rapping	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
momentarily	1	Sweet and Elite.txt	
yarn	1	It Isn't the Mane Thing About You.txt	
diamonds	2	Crusaders of the Lost Mark.txt	A Dog and Pony Show.txt	
h-ah	1	Apple Family Reunion.txt	
navy	1	A Rockhoof and a Hard Place.txt	
starlight"	1	The Beginning of the End - Part 1.txt	
simple	1	Simple Ways.txt	
autograph	1	The Washouts.txt	
scavenger	1	The One Where Pinkie Pie Knows.txt	
vests	1	Winter Wrap Up.txt	
choking	2	The Cutie Map - Part 1.txt	Spike at Your Service.txt	
talent	3	The Cutie Re-Mark - Part 2.txt	To Where and Back Again - Part 1.txt	Filli Vanilli.txt	
condescending	1	Power Ponies.txt	
you're—	1	Simple Ways.txt	
cookin'	1	The Break Up Break Down.txt	
package	2	The Break Up Break Down.txt	Bloom & Gloom.txt	
cave	1	Dragon Dropped.txt	
pronunciation	1	The End in Friend.txt	
shatter	2	A Rockhoof and a Hard Place.txt	Growing Up is Hard to Do.txt	
everydragon	1	The Hearth's Warming Club.txt	
consultations	1	It Isn't the Mane Thing About You.txt	
transfer	2	Twilight's Kingdom - Part 2.txt	The Beginning of the End - Part 1.txt	
brains"	1	The Washouts.txt	
diversion	1	Dragonshy.txt	
rudely	1	A Dog and Pony Show.txt	
inseparable	1	The Perfect Pear.txt	
expandin'	1	Princess Twilight Sparkle - Part 1.txt	
reptilian	2	Secrets and Pies.txt	Student Counsel.txt	
decorations	3	Simple Ways.txt	Castle Sweet Castle.txt	Student Counsel.txt	
inspiration	3	My Little Pony Equestria Girls: Summertime Shorts.txt	The Gift of the Maud Pie.txt	The Last Problem.txt	
forbid	1	Hearth's Warming Eve.txt	
chokin'	1	Twilight Time.txt	
tortoise	2	Secrets and Pies.txt	Tanks for the Memories.txt	
lokey	1	Party of One.txt	
traced	1	The Cutie Re-Mark - Part 1.txt	
one-dimensional	1	The Break Up Break Down.txt	
mentioned	8	The Lost Treasure of Griffonstone.txt	Twilight's Kingdom - Part 1.txt	The Cutie Re-Mark - Part 1.txt	The Crystal Empire - Part 1.txt	Three's A Crowd.txt	Brotherhooves Social.txt	The Crystal Empire - Part 2.txt	It Isn't the Mane Thing About You.txt	
depressing	1	The Hearth's Warming Club.txt	
amount	9	It Ain't Easy Being Breezies.txt	Common Ground.txt	Do Princesses Dream of Magic Sheep?.txt	Sweet and Elite.txt	Princess Twilight Sparkle - Part 1.txt	Three's A Crowd.txt	It Isn't the Mane Thing About You.txt	Simple Ways.txt	The Saddle Row Review.txt	
"eat	1	Winter Wrap Up.txt	
deviate	1	Celestial Advice.txt	
album	1	Apple Family Reunion.txt	
yawn	2	Winter Wrap Up.txt	Tanks for the Memories.txt	
sandwich	1	The Washouts.txt	
enough	3	A Friend in Deed.txt	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
increase	1	Newbie Dash.txt	
reunion'll	1	Apple Family Reunion.txt	
whinnying	2	Hearth's Warming Eve.txt	Apple Family Reunion.txt	
simply	2	Applejack's "Day" Off.txt	Filli Vanilli.txt	
mentor	2	Celestial Advice.txt	Rarity Takes Manehattan.txt	
bad	2	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
candlestick	1	Three's A Crowd.txt	
bac	1	The Break Up Break Down.txt	
bag	2	The Beginning of the End - Part 1.txt	Amending Fences.txt	
reflected	2	The Crystal Empire - Part 1.txt	The Crystal Empire - Part 2.txt	
guinea	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
awake	11	Top Bolt.txt	Dragonshy.txt	It's About Time.txt	Tanks for the Memories.txt	The Crystal Empire - Part 1.txt	Growing Up is Hard to Do.txt	The Times They Are A Changeling.txt	To Where and Back Again - Part 1.txt	Amending Fences.txt	Princess Spike.txt	Castle Sweet Castle.txt	
gesundheit	1	The Saddle Row Review.txt	
crowing	2	Do Princesses Dream of Magic Sheep?.txt	It's About Time.txt	
ruining	5	The Break Up Break Down.txt	Friendship University.txt	The Gift of the Maud Pie.txt	The Mysterious Mare Do Well.txt	A Friend in Deed.txt	
bar	4	Twilight's Kingdom - Part 2.txt	Secrets and Pies.txt	The One Where Pinkie Pie Knows.txt	Rarity Takes Manehattan.txt	
dynamite	1	The Washouts.txt	
bat	3	Keep Calm and Flutter On.txt	Uprooted.txt	Apple Family Reunion.txt	
bay	4	Campfire Tales.txt	Surf and or Turf.txt	Once Upon a Zeppelin.txt	The Beginning of the End - Part 2.txt	
gruff's	1	The Lost Treasure of Griffonstone.txt	
drowned	1	Pinkie Apple Pie.txt	
meanie	2	Griffon the Brush Off.txt	Power Ponies.txt	
magnifying	2	Tanks for the Memories.txt	Power Ponies.txt	
mishmash	1	Castle Sweet Castle.txt	
livin'	3	A Rockhoof and a Hard Place.txt	Castle Sweet Castle.txt	Filli Vanilli.txt	
swirled	1	Dragonshy.txt	
breathin'	1	Spike at Your Service.txt	
question-and-answer	1	Once Upon a Zeppelin.txt	
'try	1	A Friend in Deed.txt	
hazardous	2	The Washouts.txt	Student Counsel.txt	
downright	2	Party of One.txt	Feeling Pinkie Keen.txt	
angry	2	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
symptoms	1	Molt Down.txt	
underestimate	1	To Where and Back Again - Part 2.txt	
aaand	1	Party of One.txt	
victorious	1	Sweet and Elite.txt	
deal	5	Amending Fences.txt	Princess Spike.txt	The Saddle Row Review.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
real—	1	Crusaders of the Lost Mark.txt	
affect	2	The Cutie Re-Mark - Part 1.txt	Molt Down.txt	
thirty-two	1	The Beginning of the End - Part 1.txt	
facing	1	Three's A Crowd.txt	
be-	1	Dragonshy.txt	
shall—	1	Dragon Dropped.txt	
drain	2	To Where and Back Again - Part 2.txt	Tanks for the Memories.txt	
"element	1	Power Ponies.txt	
latest—	1	Molt Down.txt	
symbolism	1	Uprooted.txt	
embodiment	1	The Beginning of the End - Part 2.txt	
dear	3	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
joined	4	Newbie Dash.txt	Pinkie Apple Pie.txt	Applejack's "Day" Off.txt	The Washouts.txt	
ahuizotl	2	Stranger Than Fan Fiction.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
battle	7	Crusaders of the Lost Mark.txt	Twilight's Kingdom - Part 2.txt	The Cutie Re-Mark - Part 1.txt	Surf and or Turf.txt	The Cutie Re-Mark - Part 2.txt	The Beginning of the End - Part 1.txt	A Royal Problem.txt	
admiration	1	Student Counsel.txt	
quilts	1	Castle Sweet Castle.txt	
unicorn's	1	Boast Busters.txt	
river	1	Filli Vanilli.txt	
practiced	2	Uncommon Bond.txt	Filli Vanilli.txt	
bed	2	The Hearth's Warming Club.txt	Castle Sweet Castle.txt	
bee	1	Griffon the Brush Off.txt	
beg	2	A Dog and Pony Show.txt	A Royal Problem.txt	
deck	2	Once Upon a Zeppelin.txt	Rarity Takes Manehattan.txt	
lemme	1	The Washouts.txt	
resumes	4	My Little Pony Equestria Girls: Summertime Shorts.txt	Tanks for the Memories.txt	Forever Filly.txt	My Little Pony Equestria Girls: Movie Magic.txt	
bet	6	Marks for Effort.txt	To Where and Back Again - Part 1.txt	The Mysterious Mare Do Well.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
'extra-strength-hot-stone-deep-tissue	1	Castle Sweet Castle.txt	
phew	2	Castle Sweet Castle.txt	A Friend in Deed.txt	
roll-call	1	Bloom & Gloom.txt	
faded	1	The Last Problem.txt	
bailing	1	Griffon the Brush Off.txt	
steerin'	1	Pinkie Apple Pie.txt	
suspicious	2	Stranger Than Fan Fiction.txt	The Gift of the Maud Pie.txt	
complain	3	Hearth's Warming Eve.txt	Winter Wrap Up.txt	The Hearth's Warming Club.txt	
mmmmaybe	1	Uprooted.txt	
unstable	1	Secrets and Pies.txt	
malenki	1	It Ain't Easy Being Breezies.txt	
hooffields	1	The Hooffields and McColts.txt	
tricorners	1	My Little Pony Equestria Girls: Movie Magic.txt	
feller	2	Tanks for the Memories.txt	Spike at Your Service.txt	
fades	1	Filli Vanilli.txt	
debt	1	Spike at Your Service.txt	
deer	1	Keep Calm and Flutter On.txt	
itty	1	Griffon the Brush Off.txt	
deep	1	Filli Vanilli.txt	
unruly	1	Twilight Time.txt	
capable	5	A Royal Problem.txt	The Last Problem.txt	The Mysterious Mare Do Well.txt	Applejack's "Day" Off.txt	Student Counsel.txt	
greetings	2	Do Princesses Dream of Magic Sheep?.txt	Molt Down.txt	
explained	2	The End in Friend.txt	It Isn't the Mane Thing About You.txt	
missy	2	The Gift of the Maud Pie.txt	Boast Busters.txt	
ehhh	1	Princess Spike.txt	
deed	1	MMMystery on the Friendship Express.txt	
liking	2	Rarity Takes Manehattan.txt	The Washouts.txt	
lemon	1	Amending Fences.txt	
sha-a-a-are	1	Friendship University.txt	
await	1	Princess Twilight Sparkle - Part 1.txt	
go-go-go	1	Pinkie Apple Pie.txt	
living	7	The Last Problem.txt	To Where and Back Again - Part 1.txt	Celestial Advice.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	A Friend in Deed.txt	Filli Vanilli.txt	
practical	4	Gauntlet of Fire.txt	Sweet and Elite.txt	Forever Filly.txt	Growing Up is Hard to Do.txt	
hooffield"	1	The Hooffields and McColts.txt	
breathing	1	Rarity Takes Manehattan.txt	
"we're	1	The Break Up Break Down.txt	
pitchin'	1	Marks for Effort.txt	
goodness'	1	Growing Up is Hard to Do.txt	
elusive	1	Student Counsel.txt	
pyramid	1	Secrets and Pies.txt	
demolished	1	The Saddle Row Review.txt	
observant	1	Brotherhooves Social.txt	
big	1	Apple Family Reunion.txt	
(clock	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
back-alley	1	The Saddle Row Review.txt	
amazement	1	Uncommon Bond.txt	
frustrated	5	The Lost Treasure of Griffonstone.txt	Gauntlet of Fire.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	Power Ponies.txt	Bloom & Gloom.txt	
thankful	1	Filli Vanilli.txt	
unhinged"	1	Friendship University.txt	
bit	1	Apple Family Reunion.txt	
clipboard	1	Winter Wrap Up.txt	
upgrades	1	Princess Twilight Sparkle - Part 1.txt	
improved	2	Keep Calm and Flutter On.txt	Uncommon Bond.txt	
'aye'	1	The Mysterious Mare Do Well.txt	
chrysalis'	1	To Where and Back Again - Part 2.txt	
molt's	1	Molt Down.txt	
model	2	Simple Ways.txt	The Washouts.txt	
animals	1	My Little Pony Equestria Girls: Movie Magic.txt	
fellas	2	The Hooffields and McColts.txt	Princess Spike.txt	
super-suspicious	1	My Little Pony Equestria Girls: Movie Magic.txt	
surface	1	Dragon Dropped.txt	
mists	1	A Rockhoof and a Hard Place.txt	
misty	1	Newbie Dash.txt	
airhorn	1	Top Bolt.txt	
someday	8	The Lost Treasure of Griffonstone.txt	The Cutie Map - Part 1.txt	Griffon the Brush Off.txt	Princess Twilight Sparkle - Part 1.txt	Boast Busters.txt	The Last Problem.txt	The Mysterious Mare Do Well.txt	Filli Vanilli.txt	
beauties	1	Princess Spike.txt	
g-get	1	Stranger Than Fan Fiction.txt	
defy	1	The Beginning of the End - Part 1.txt	
umbrellas	1	The Beginning of the End - Part 2.txt	
begin	3	Rarity Takes Manehattan.txt	The Saddle Row Review.txt	A Friend in Deed.txt	
parrot	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
boyfriend	1	Student Counsel.txt	
guys-	1	Three's A Crowd.txt	
finishing	2	Sweet and Elite.txt	Made in Manehattan.txt	
angle	1	Top Bolt.txt	
tradition	1	Maud Pie.txt	
bliss"	1	Marks for Effort.txt	
nope-nope-nope-nope-nope-nope	1	A Friend in Deed.txt	
prefers	2	Uncommon Bond.txt	Student Counsel.txt	
aaagh	2	Campfire Tales.txt	Pinkie Apple Pie.txt	
paella	1	The Hooffields and McColts.txt	
fire-breathing	1	A Rockhoof and a Hard Place.txt	
suspicions	1	MMMystery on the Friendship Express.txt	
punishment	3	Newbie Dash.txt	Boast Busters.txt	The Cutie Re-Mark - Part 2.txt	
gabbin'	1	Filli Vanilli.txt	
stupendous	1	The Mysterious Mare Do Well.txt	
instruction	1	Every Little Thing She Does.txt	
(vote	1	Crusaders of the Lost Mark.txt	
pedicures	1	Spike at Your Service.txt	
all-important	1	MMMystery on the Friendship Express.txt	
quills	1	The Crystal Empire - Part 1.txt	
guys'	1	The Break Up Break Down.txt	
theirs	2	The Cutie Map - Part 1.txt	Bloom & Gloom.txt	
tree-plantin'	1	Castle Sweet Castle.txt	
several	4	The One Where Pinkie Pie Knows.txt	Winter Wrap Up.txt	Made in Manehattan.txt	My Little Pony Equestria Girls: Movie Magic.txt	
toothbrush	1	A Royal Problem.txt	
bragging	1	Boast Busters.txt	
office	2	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
angel	3	Castle Sweet Castle.txt	The Saddle Row Review.txt	Filli Vanilli.txt	
anger	4	Tanks for the Memories.txt	Power Ponies.txt	Forever Filly.txt	The Washouts.txt	
pooples	1	Pinkie Apple Pie.txt	
stands	3	Uprooted.txt	Once Upon a Zeppelin.txt	A Royal Problem.txt	
contagious	4	Friendship University.txt	Three's A Crowd.txt	It Isn't the Mane Thing About You.txt	Filli Vanilli.txt	
snorting	3	Three's A Crowd.txt	Applejack's "Day" Off.txt	Filli Vanilli.txt	
reviewed	1	Friendship University.txt	
incoming	3	It's About Time.txt	Princess Twilight Sparkle - Part 1.txt	To Where and Back Again - Part 1.txt	
thrown	2	Pinkie Pride.txt	It's About Time.txt	
throws	2	Party of One.txt	Secrets and Pies.txt	
aaaah	2	A Dog and Pony Show.txt	Uncommon Bond.txt	
daddy's	1	The Saddle Row Review.txt	
permanently	3	The Beginning of the End - Part 1.txt	Spike at Your Service.txt	Castle Sweet Castle.txt	
unfettered	1	The Saddle Row Review.txt	
bob	1	Party of One.txt	
bon	1	My Little Pony Equestria Girls: Movie Magic.txt	
infinitely	1	It Isn't the Mane Thing About You.txt	
bop	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
s-so	1	Made in Manehattan.txt	
boo	1	Boast Busters.txt	
demand—an	1	Common Ground.txt	
box	1	Uncommon Bond.txt	
hostility	1	Crusaders of the Lost Mark.txt	
bow	4	Twilight's Kingdom - Part 2.txt	The Cutie Re-Mark - Part 1.txt	Twilight Time.txt	Apple Family Reunion.txt	
boy	2	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	
switch	3	Top Bolt.txt	A Royal Problem.txt	It Isn't the Mane Thing About You.txt	
highly-	1	Three's A Crowd.txt	
closets	1	Spike at Your Service.txt	
chaperone	1	Growing Up is Hard to Do.txt	
upstairs	1	The Saddle Row Review.txt	
gritted	3	To Where and Back Again - Part 1.txt	Princess Spike.txt	The Washouts.txt	
socialize	1	The Cutie Re-Mark - Part 2.txt	
clothes"	1	The Saddle Row Review.txt	
recycling	1	Apple Family Reunion.txt	
